displayName,id,groupType,membershipType,mail,source,mailEnabled,onPremisesSyncEnabled
KCTZ70121002.台州小学部小学教务处,64a881d2-5108-4eaa-874b-1d5237517666,Mail enabled security,assigned,KCTZ70121002@kcistz.com,Windows Server AD,True,True
KCTZ7012100201.台州小学部小学教务处教务处教学组,e35433a8-c40a-4be7-8a86-962a7ab0e55e,Mail enabled security,assigned,KCTZ7012100201@kcistz.com,Windows Server AD,True,True
KCTZ7012100202.台州小学部小学教务处课研组,38ecf66c-93dc-4093-ae5a-e4a415c1dd1f,Mail enabled security,assigned,KCTZ7012100202@kcistz.com,Windows Server AD,True,True
KCTZ7012100203.台州小学部小学教务处图书组,d8bb9b06-63e3-4d1e-9e89-7e941f6b40af,Mail enabled security,assigned,KCTZ7012100203@kcistz.com,Windows Server AD,True,True
KCTZ7012100204.台州小学部小学教务处活动探索组(全),45927085-ef44-49a5-9aaa-88856fb0371f,Mail enabled security,assigned,KCTZ7012100204@kcistz.com,Windows Server AD,True,True
KCTZ7012100205.台州小学部小学教务处生教组,a2433b46-87af-4993-8a63-79ae97081f25,Mail enabled security,assigned,KCTZ7012100205@kcistz.com,Windows Server AD,True,True
KCTZ70121003.台州小学部英语学习中心,0826b8fd-bedc-497e-9af5-1fbb882b99ca,Mail enabled security,assigned,KCTZ70121003@kcistz.com,Windows Server AD,True,True
KCTZ7012100301.台州小学部英语学习中心中师课程教学组,d79fd40e-a6b9-4bdb-8003-d4fdfa1b7a68,Mail enabled security,assigned,KCTZ7012100301@kcistz.com,Windows Server AD,True,True
KCTZ7012100302.台州小学部英语学习中心外师课程教学组,045209d6-4ba3-429a-b9f5-0176f7750c06,Mail enabled security,assigned,KCTZ7012100302@kcistz.com,Windows Server AD,True,True
KCTZ70121004.台州小学部活动中心,899d6f2c-33d2-42d3-80e4-d969ea6df7d1,Mail enabled security,assigned,KCTZ70121004@kcistz.com,Windows Server AD,True,True
KCTZ7012100401.台州小学部活动中心交通组,01ad4b96-a593-425f-bc5a-e902b3fe2345,Mail enabled security,assigned,KCTZ7012100402@kcistz.com,Windows Server AD,True,True
KCTZ7012100403.台州小学部活动中心保健组,7a1b8915-0089-431d-964f-b78c9c2dd6cc,Mail enabled security,assigned,KCTZ7012100403@kcistz.com,Windows Server AD,True,True
KCTZ7012100405.台州小学部活动中心艺文组,e63e877e-c65c-4998-a56d-49e78fcb0ab2,Mail enabled security,assigned,KCTZ7012100405@kcistz.com,Windows Server AD,True,True
KCTZ7012100406.台州小学部活动中心体育发展组(全),813bd0f7-3a08-4a16-a04f-f5e2f54f919e,Mail enabled security,assigned,KCTZ7012100406@kcistz.com,Windows Server AD,True,True
KCTZ701223.台州初中教务处,108faffe-ad4a-4999-9c4e-01530cb82dce,Mail enabled security,assigned,KCTZ701223@kcistz.com,Windows Server AD,True,True
KCTZ70122301.台州初中教务处教学组,4754d3ef-d26d-4fc6-b2ff-62d39eaab10f,Mail enabled security,assigned,KCTZ70122301@kcistz.com,Windows Server AD,True,True
KCTZ70122302.台州初中教务处生教组,418353f4-d60d-486c-8abb-cfdc84efe5ff,Mail enabled security,assigned,KCTZ70122302@kcistz.com,Windows Server AD,True,True
KCTZ70122304.台州初中教务处教学资源组,91ca6fe3-c942-45cd-baf0-d04e8bee49f7,Mail enabled security,assigned,KCTZ70122304@kcistz.com,Windows Server AD,True,True
KCTZ70122307.台州初中教务处辅导组,52c73454-789e-4d7b-a0ea-c7d7ba17b23d,Mail enabled security,assigned,KCTZ70122307@kcistz.com,Windows Server AD,True,True
KCTZ701226.台州高中教务处,8f37bead-0ed3-4891-aada-536e984d9326,Mail enabled security,assigned,KCTZ701226@kcistz.com,Windows Server AD,True,True
KCTZ70122601.台州高中教务处教学组,bb801faf-48d3-4faf-a206-7dea770f6e9c,Mail enabled security,assigned,KCTZ70122601@kcistz.com,Windows Server AD,True,True
KCTZ70122602.台州高中教务处生教生辅组,b02f8116-3ddd-494a-aa74-c3dcfc951300,Mail enabled security,assigned,KCTZ70122602@kcistz.com,Windows Server AD,True,True
KCTZ701228.台州中学英语学习中心,b254ccd7-09ce-4e47-bc05-1b06dbb702fc,Mail enabled security,assigned,KCTZ701228@kcistz.com,Windows Server AD,True,True
KCTZ70122801.台州中学英语学习中心高中卓扬课程组,7717b109-b141-436f-8ed4-d5f5ce821a74,Mail enabled security,assigned,KCTZ70122801@kcistz.com,Windows Server AD,True,True
KCTZ70122802.台州中学英语学习中心初中卓扬课程组,a1171ff9-6781-4438-9ec3-949c6029ae25,Mail enabled security,assigned,KCTZ70122802@kcistz.com,Windows Server AD,True,True
KCTZ70122803.台州中学英语学习中心学生发展事务组,a754913a-3855-4f57-b7fc-f9d32c8d6b2a,Mail enabled security,assigned,KCTZ70122803@kcistz.com,Windows Server AD,True,True
KCTZAL.台州校区全员,e7062af0-ed7d-48df-bf85-05e645fecac0,Security,assigned,,Windows Server AD,False,True
KCTZC.台州组长群,de4ce525-ddb4-4c31-8a3e-f87aac284126,Mail enabled security,assigned,KCTZC@kcistz.com,Windows Server AD,True,True
KCTZCN.台州中籍人员群,0a0c8e75-0c1c-4e9d-97f5-fe733c153b30,Mail enabled security,assigned,KCTZCN@kcistz.com,Windows Server AD,True,True
KCTZCT.台州中籍教师群,c1c0c022-2309-495b-b50a-33874fbd7eab,Mail enabled security,assigned,KCTZCT@kcistz.com,Windows Server AD,True,True
KCTZEDR.台州工程日报群,4aee8917-ba96-4e84-ac90-e95f752ce877,Mail enabled security,assigned,KCTZEDR@kcistz.com,Windows Server AD,True,True
KCTZFT.台州外籍人员群,e208ec57-397a-427b-8c63-3fa1ee4a0f64,Mail enabled security,assigned,KCTZFT@kcistz.com,Windows Server AD,True,True
KCTZM.台州主管群,ddc24115-96b9-4ed1-82a9-12e07c05b323,Mail enabled security,assigned,KCTZM@kcistz.com,Windows Server AD,True,True
KCTZTW.台州台籍外派同仁,204fb43a-e987-4947-8613-9a9e337eef80,Mail enabled security,assigned,KCTZTW@kcistz.com,Windows Server AD,True,True
KCXA7011.西安曲江校区,a637551f-e82f-40b6-bf81-1d6053385f4e,Mail enabled security,assigned,KCXA7011@kcisxa.org.cn,Windows Server AD,True,True
KCXA701102.西安校区行政部行政人员,bf2d6d0a-d1f6-42a5-aa7d-dcc139f486ba,Mail enabled security,assigned,KCXA701102@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110201.西安校区行政部招生一组,a423f51a-4153-4d1e-a079-682f4b80f1a0,Mail enabled security,assigned,KCXA70110201@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110202.西安校区行政部招生二组,35de41a1-5bd9-4290-ac82-cdc2f62f6e02,Mail enabled security,assigned,KCXA70110202@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110203.西安校区行政部企划组,7f14310d-9a3f-4612-b582-318ff404a5d9,Mail enabled security,assigned,KCXA70110203@kcisxa.org.cn,Windows Server AD,True,True
KCXA701103.西安校区小学部行政人员,5699d70c-985b-4bf4-a40d-bccaa5cbfe9b,Mail enabled security,assigned,KCXA701103@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110301.西安校区小学部教务处行政人员,5bc6b1de-c61f-4b1c-a12c-7bf43b880a71,Mail enabled security,assigned,KCXA70110301@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030101.西安校区小学部教务处教务组,8efd4b4a-6d1e-45af-a4d0-042decc9e633,Mail enabled security,assigned,KCXA7011030101@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030102.西安校区小学部教务处教学二组,569c9381-fad0-4d4d-9861-ac30f77ac896,Mail enabled security,assigned,KCXA7011030102@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030103.西安校区小学部教务处教学一组,b1d4f28a-535b-4207-9027-38742f89fff7,Mail enabled security,assigned,KCXA7011030103@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110302.西安校区小学部德育处行政人员,ae3ed650-742d-4130-a59b-188ff72ca2d4,Mail enabled security,assigned,KCXA70110302@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030204.西安校区小学部德育处生辅组,46364118-f46b-4b38-994d-ec18211c1d89,Mail enabled security,assigned,KCXA7011030204@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030205.西安校区小学部德育处德育组,9196d23b-d3e7-4382-9448-bce10f0e0df9,Mail enabled security,assigned,KCXA7011030205@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030206.西安校区小学部德育处健康中心,b1629595-b17d-4c15-ad17-b68bba6e4f77,Mail enabled security,assigned,KCXA7011030206@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110303.西安校区小学部英语学习中心行政人员,0139c6d8-d69b-4488-895d-e0847d0eb579,Mail enabled security,assigned,KCXA70110303@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030307.西安校区小学部英语学习中心低年级组,d8b1842d-a57c-4b73-9e2e-cd5839928075,Mail enabled security,assigned,KCXA7011030307@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030308.西安校区小学部英语学习中心中高年级组,b2137432-3485-4f38-80df-7b2019f0cd15,Mail enabled security,assigned,KCXA7011030308@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030310.西安校区小学部英语学习中心行政组,167f4e73-9dea-46c9-acdf-681509445055,Mail enabled security,assigned,KCXA7011030310@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110304.西安校区小学部体育探索中心行政人员,7ba326be-836b-4760-807b-d3e2cf3ea799,Mail enabled security,assigned,KCXA70110304@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030401.西安校区小学部体育探索中心体育发展组,3020765f-04b3-469f-a00c-bda2d3f43ad0,Mail enabled security,assigned,KCXA7011030401@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011030402.西安校区小学部体育探索中心活动探索组,fb96b906-848b-442c-b0cb-849d6a3364f1,Mail enabled security,assigned,KCXA7011030402@kcisxa.org.cn,Windows Server AD,True,True
KCXA701104.西安校区国际高中部行政人员,b7efc864-ea7b-48d5-97a5-7416d91fe816,Mail enabled security,assigned,KCXA701104@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110401.西安校区国际高中部高中教务处行政人员,9a00a8c3-b320-4423-87c2-acaa2f3a7333,Mail enabled security,assigned,KCXA70110401@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040101.西安校区国际高中部高中教务处行政组,6924e29f-ca0b-48eb-86c1-0d911fbe7d1a,Mail enabled security,assigned,KCXA7011040101@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040103.西安校区国际高中部高中教务处美高理科组,25c255ff-9de5-4d53-a6a3-6b62d4fc6ea9,Mail enabled security,assigned,KCXA7011040103@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040104.西安校区国际高中部高中教务处美高文科组,b02ef8fc-524d-4ef5-8ed0-fd0c83edf119,Mail enabled security,assigned,KCXA7011040104@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040105.西安校区国际高中部高中教务处国际项目组,e6a6c681-b5cd-433e-871e-8dcc5f293da1,Mail enabled security,assigned,KCXA7011040105@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110402.西安校区国际高中部德育处行政人员,28999ae4-25db-44fb-b2a2-e53f483ad9b6,Mail enabled security,assigned,KCXA70110402@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040201.西安校区国际高中部德育处德育组,84349dff-797c-4da4-8ea5-fde4f01ef340,Mail enabled security,assigned,KCXA7011040201@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040203.西安校区国际高中部德育处活动组,32c02bd2-97c1-4652-9be1-8a25dc936076,Mail enabled security,assigned,KCXA7011040203@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040204.西安校区国际高中部德育处保健组,5525c864-ac99-4ea5-833d-860b05764297,Mail enabled security,assigned,KCXA7011040204@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110404.西安校区初中部行政人员,f438ba53-eccf-4faa-ac77-e40e2f996738,Mail enabled security,assigned,KCXA70110404@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040404.西安校区初中部初中教导处行政组,cf6a2c38-316c-4b4f-9499-274a1887091c,Mail enabled security,assigned,KCXA7011040404@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040407.西安校区初中部初中教导处教学一组,7ae4ce6d-24ab-44d9-b16b-d768c782486f,Mail enabled security,assigned,KCXA7011040407@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040408.西安校区初中部初中教导处教学二组,9dc415c2-4f0d-456d-a3ec-406926b33bee,Mail enabled security,assigned,KCXA7011040408@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040409.西安校区初中部初中教导处辅导组,3bf79855-b2cc-4132-ad2c-0a5c862257ab,Mail enabled security,assigned,KCXA7011040409@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110406.西安校区普通高中部行政人员,841f3780-7d6d-48fa-9b5b-666a26ec7676,Mail enabled security,assigned,KCXA70110406@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040601.西安校区普通高中部普高教导处教学组,c91e0c43-3ca1-403a-a805-b05d5ef2dcb9,Mail enabled security,assigned,KCXA7011040601@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011040602.西安校区普通高中部普高教导处辅导组,68285de4-38cc-499e-9496-b8dff6279af3,Mail enabled security,assigned,KCXA7011040602@kcisxa.org.cn,Windows Server AD,True,True
KCXA701105.西安校区直属单位行政人员,47e5f6fa-0bd6-42c3-814f-51936c352723,Mail enabled security,assigned,KCXA701105@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110501.西安校区中籍人事组,8b696a37-db56-4ea9-88bc-8dacc7a5e195,Mail enabled security,assigned,KCXA70110501@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110503.西安校区会计室,21299e1b-c5f8-4a00-a1f9-93e01e0d8b2b,Mail enabled security,assigned,KCXA70110503@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110504.西安校区图书组,8485d806-09c8-4ef7-8f01-5de1ffd3e007,Mail enabled security,assigned,KCXA70110504@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110506.西安校区艺文推广中心,0feccc90-9ab0-430a-82ae-a8e3f4ad07de,Mail enabled security,assigned,KCXA70110506@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011050601.西安校区艺文推广中心艺文组,ee5687e3-06d9-48f2-b72a-66267032b98f,Mail enabled security,assigned,KCXA7011050601@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011050602.西安校区艺文推广中心课后活动组,58d64130-3df9-43fc-ba66-30da0d80c551,Mail enabled security,assigned,KCXA7011050602@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110508.西安校区国际高中部升学发展中心行政人员,38a13ae5-9a50-4b2a-8b7e-9dca4b4bdc56,Mail enabled security,assigned,KCXA70110508@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011050801.西安校区国际高中部升学发展中心升学课程组,1d1593f2-2617-494c-a9f6-a09c721c8df6,Mail enabled security,assigned,KCXA7011050801@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011050802.西安校区国际高中部升学发展中心语言辅导组,163eaceb-193a-4177-bbe1-c31442a4de8b,Mail enabled security,assigned,KCXA7011050802@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011050805.西安校区国际高中部升学发展中心留学辅导组,1d3f2921-c06f-4bf9-ba9f-0a20ec1fed3c,Mail enabled security,assigned,KCXA7011050805@kcisxa.org.cn,Windows Server AD,True,True
KCXA7011050806.西安校区国际高中部升学发展中心学术项目组,bc80bd93-3ab4-4d70-b826-a778d20ec27b,Mail enabled security,assigned,KCXA7011050806@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110509.西安校区资讯组,a7cc9970-47e1-4e84-9380-6647020ce0f6,Mail enabled security,assigned,KCXA70110509@kcisxa.org.cn,Windows Server AD,True,True
KCXA701106.西安校区总务处行政人员,eed71ab0-4ed0-4bf2-92f1-49e0896c5e2d,Mail enabled security,assigned,KCXA701106@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110603.西安校区总务处行政组,7bd7fb16-b513-47d6-b5e4-a0dfdf3d91d1,Mail enabled security,assigned,KCXA70110603@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110605.西安校区总务处事务组,862223ff-f2bd-4ae6-913d-e0d53e1e3a04,Mail enabled security,assigned,KCXA70110605@kcisxa.org.cn,Windows Server AD,True,True
KCXA70110607.西安校区总务处采购组,28089b92-6e0e-4ca7-809e-e406265788a9,Mail enabled security,assigned,KCXA70110607@kcisxa.org.cn,Windows Server AD,True,True
KCXA701107.西安校区校长办公室行政人员,43277547-144c-4ec0-b54b-5649add72c2f,Mail enabled security,assigned,KCXA701107@kcisxa.org.cn,Windows Server AD,True,True
KCXA701108.西安校区初中部,75595edc-7202-44da-babb-2f773201a5d7,Mail enabled security,assigned,KCXA701108@kcisxa.org.cn,Windows Server AD,True,True
KCXA701109.西安校区普通高中部,60b65af4-71c7-41a6-be02-607eabae96a8,Mail enabled security,assigned,KCXA701109@kcisxa.org.cn,Windows Server AD,True,True
KCXAAL.西安校区全员,95d50eee-698e-4ac0-8b61-db73a40dd201,Security,assigned,,Windows Server AD,False,True
KCXAC.西安校区组长,1dd8b592-7252-4b7c-9d08-5985198e78e9,Mail enabled security,assigned,KCXAC@kcisxa.org.cn,Windows Server AD,True,True
KCXACN.西安中籍人员群,39422f94-6c8d-4b30-87d8-7c0a5cdd8cdf,Mail enabled security,assigned,KCXACN@kcisxa.org.cn,Windows Server AD,True,True
KCXACT.西安中籍教师群,a74fff6e-f24a-430a-b039-49caaf313a67,Mail enabled security,assigned,KCXACT@kcisxa.org.cn,Windows Server AD,True,True
KCXAFT.西安外籍教师群,70a8e242-58dc-4098-bbc1-0aa1932b05d8,Mail enabled security,assigned,KCXAF@kcisxa.org.cn,Windows Server AD,True,True
KCXAG.西安校区基层人员,78b0921a-4d09-444c-8518-64fe363d53c1,Mail enabled security,assigned,KCXAG@kcisxa.org.cn,Windows Server AD,True,True
KCXAM.西安校区主管,969449b6-3900-44dc-9a09-0de2bb747251,Mail enabled security,assigned,KCXAM@kcisxa.org.cn,Windows Server AD,True,True
KCXATW.西安台籍外派同仁,590e2a0c-ba4c-4d41-a0cb-b29a4c8e3b9c,Mail enabled security,assigned,KCXATW@kcisxa.org.cn,Windows Server AD,True,True
KCXG01.秀岡全校 Xiugang All Users,4e80dc5a-b18b-4794-aea1-674e8a4045b6,Mail enabled security,assigned,KCXG01@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG02.秀岡主管 Xiugang Directors,076340ca-6f68-4105-8f3f-349a5322d2ac,Mail enabled security,assigned,KCXG02@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG03.秀岡組長 Xiugang Coordinators,8e903a24-2c50-4d1c-8a9f-ccdc7078a5ba,Mail enabled security,assigned,KCXG03@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG10.秀岡校長室 Xiugang Principal Office,0163c130-bf63-40c6-ad67-67223ad63b54,Mail enabled security,assigned,KCXG10@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1001.秀岡校長室人事組,a9c48ad5-ea74-42db-85bd-4996cca30f4a,Mail enabled security,assigned,KCXG1001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1002.秀岡校長室會計組,8c56ac09-7016-4764-a729-9987e6d7104f,Mail enabled security,assigned,KCXG1002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1010.秀岡國際部教務處 Xiugang International Dept,5d1cc30b-d70c-417b-8394-9c998916acda,Mail enabled security,assigned,KCXG1010@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG101001.秀岡國際部教務處行政組 Academic Affairs Admin,97096ef3-4d7c-49da-91f5-c80ebea1cc97,Mail enabled security,assigned,KCXG101001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG101002.秀岡國際部教務處教學組,19fe5e46-e237-470f-b5f2-005460555f11,Mail enabled security,assigned,KCXG101002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG101003.秀岡國際部教務處外師組 Foreign Teachers,e4992415-50a1-4021-9d5d-1b452af44b41,Mail enabled security,assigned,KCXG101003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1020.秀岡中學部教務處 Xiugang JH_academic Affairs,9006ad58-7e58-44d8-91c8-91a5083a6978,Mail enabled security,assigned,KCXG1020@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG102001.秀岡中學部教務處國內升學輔導組,e87f5984-6a29-438f-9fd9-0712d5cefcd5,Mail enabled security,assigned,KCXG102001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG102002.秀岡中學部教務處教學組,acea3c46-8542-4fb0-b607-bf748cef2505,Mail enabled security,assigned,KCXG102002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG102003.秀岡中學部教務處課研組,d7bf0e0a-89a1-4b4f-ac1c-da1da10712ba,Mail enabled security,assigned,KCXG102003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1030.秀岡學務處 Xiugang Student Affairs,ebbd86c7-c24f-4a75-b395-296a0c8072e7,Mail enabled security,assigned,KCXG1030@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG103001.秀岡學務處訓育組,5e095ab7-3c6f-48d3-899b-c5661a4ccc1e,Mail enabled security,assigned,KCXG103001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG103002.秀岡學務處生輔組,ef1aa3e1-9bc4-4e6e-aa2c-02584e53e63b,Mail enabled security,assigned,KCXG103002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG103003.秀岡學務處活動組,749b333b-7c56-4c56-aead-545ce1cb9fd1,Mail enabled security,assigned,KCXG103003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG103004.秀岡學務處交通組,6a79cfc9-cd91-4cdb-81a1-142c7cb46085,Mail enabled security,assigned,KCXG103004@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG103005.秀岡學務處體育組,0d42066a-ae07-4c23-b4b5-1ac463c649a3,Mail enabled security,assigned,KCXG103005@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG103006.秀岡學務處舍務組,7a86ca3e-d298-4ed6-9227-14585afb2f8d,Mail enabled security,assigned,KCXG103006@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1040.秀岡學習中心 Xiugang Learning Center,69c1e209-41b6-44f7-8aae-92e99be3b356,Mail enabled security,assigned,KCXG1040@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG104001.秀岡學習中心國外升學輔導組,e9683768-7ebe-455e-87cc-c622e1ec2e0b,Mail enabled security,assigned,KCXG104001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG104002.秀岡學習中心課務組,48793bcd-c970-46df-ae6c-76f2ed3a3c78,Mail enabled security,assigned,KCXG104002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG104003.秀岡學習中心圖書組,eac131c0-f3c9-46ea-9d4a-3bdce79cd1ff,Mail enabled security,assigned,KCXG104003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1050.秀岡輔導室,fc9442db-c750-467b-98e7-04de1ed01e00,Mail enabled security,assigned,KCXG1050@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1060.秀岡藝文中心 Xiugang Department of Creative Arts,b5e56b6e-6960-4c80-9f0d-393e183df46f,Mail enabled security,assigned,KCXG1060@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG106001.秀岡藝文中心行政組,7765f979-82b2-4b19-9fa7-a807b1499363,Mail enabled security,assigned,KCXG106001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG106002.秀岡藝文中心藝文組,33bdd447-c925-43cd-bdd0-4e3fa01ecfe7,Mail enabled security,assigned,KCXG106002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1070.秀岡總務部 Xiugang General Dept,9a9b3b9d-5b96-4855-91c4-43be65cc2413,Mail enabled security,assigned,KCXG1070@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG107001.秀岡總務部行政組,ee42df2e-a5ab-4c4f-b111-9d7221e977d5,Mail enabled security,assigned,KCXG107001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG107002.秀岡總務部事務組,c42fec9b-a6a3-4d8a-b7e6-6f07d7381fe3,Mail enabled security,assigned,KCXG107002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1080.秀岡招生中心,fe4ffa11-72a1-43fa-90cc-53f604038c33,Mail enabled security,assigned,KCXG1080@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG108001.秀岡招生中心招生組,a9e5fc9d-b9d9-46df-bd13-b803bf3b343e,Mail enabled security,assigned,KCXG108001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG108002.秀岡招生中心公關組,a0bad86b-6375-4e30-aa04-fc19bc863f29,Mail enabled security,assigned,KCXG108002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG1090.秀岡資訊中心 Xiugang Resource Center,8f3f9123-1cea-4d08-b7ba-7f5a75878cf1,Mail enabled security,assigned,KCXG1090@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCXG109001.秀岡資訊中心資訊組,05b0760f-f0de-491a-b941-be0241d8e5d2,Mail enabled security,assigned,KCXG109001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KIM01.2025康軒鐵人20周年,56fcf0bb-ec01-4817-9d4e-4d6f1977870a,Mail enabled security,assigned,KIM01@knsh.com.tw,Windows Server AD,True,True
KS000001.董事長幕僚,5eabf7c1-c943-475f-bd6e-9f8cb6679150,Mail enabled security,assigned,KS000001@knsh.com.tw,Windows Server AD,True,True
KS0003.法務室,34269987-9dd7-40f2-8e56-7616ec64d559,Mail enabled security,assigned,KS0003@knsh.com.tw,Windows Server AD,True,True
KS0005 資訊部,91d80fbb-b791-4374-8136-be367d15e0b2,Mail enabled security,assigned,KS0005@knsh.com.tw,Windows Server AD,True,True
KS000501.資訊部ERP維護組,9973ab4d-d731-4d9a-bfb7-b5763d4bf3e8,Mail enabled security,assigned,KS000501@knsh.com.tw,Windows Server AD,True,True
KS000503.資訊部系統組,bb058561-95b7-4def-9104-564a3791d3c2,Mail enabled security,assigned,KS000503@knsh.com.tw,Windows Server AD,True,True
KS00050301.資訊部系統管理組,87444d71-ad1b-47ff-9ef5-e9eff28f5cdd,Mail enabled security,assigned,KS00050301@knsh.com.tw,Windows Server AD,True,True
KS00050303.資訊部應用軟體組,5a35dfbe-8f59-4175-a10a-27ebaeba1e3d,Mail enabled security,assigned,KS00050303@knsh.com.tw,Windows Server AD,True,True
KS0005C.資訊部組長以上,6911a5f1-9060-482d-81d0-0e88207181a9,Mail enabled security,assigned,KS0005C@knsh.com.tw,Windows Server AD,True,True
KS0007.財務部,bd377306-0a2a-4cfe-a0e8-57bdbadf7c7a,Mail enabled security,assigned,___7562@knshcomtw.onmicrosoft.com,Windows Server AD,True,True
KS00070101.財務部會計組,8e24d533-6886-465b-86ee-5c7e3edac59d,Mail enabled security,assigned,KS00070101@knsh.com.tw,Windows Server AD,True,True
KS0007C.財務部組長以上,1bd0e52e-a938-4b19-a1ee-8397a81af7d7,Mail enabled security,assigned,KS0007C@knsh.com.tw,Windows Server AD,True,True
KS0009.人力資源部,0250f728-8c06-4995-af44-8e107406c722,Mail enabled security,assigned,KS0009@knsh.com.tw,Windows Server AD,True,True
KS000901.人力資源部人力資源組,19ce2112-1aef-44da-8428-8f93a515b0d3,Mail enabled security,assigned,KS000901@knsh.com.tw,Windows Server AD,True,True
KS01.營業一處,767468ed-62ba-46cf-b2d6-a26fac266f01,Mail enabled security,assigned,KS01@knsh.com.tw,Windows Server AD,True,True
